original_sentence,processed_tokens
HÜKÜM: Gerekçe uyarınca; 1-Usul ve esas yönünden hukuka uygun bulunan 04/08/2016 tarih ve 2016/İ.1836-2016/İHK-1970 sayılı Sigorta Tahkim Komisyonu İtiraz Hakem Heyeti kararına karşı davacılar vekili tarafından yapılan istinaf başvurusunun HMK.,hüküm gerek uyarınca usul esas yön hukuk uygun bulmak tarih Unk sayılı sigorta tahkim komisyon itiraz Hakem heyet karar karşı davacı Vekil tarafından yapılanmak istinaf başvuru Unk
"353/1-b/1 maddesi gereğince ESASTAN REDDİNE, 2- İstinaf yasa yoluna başvuran davacılar tarafından peşin olarak yatırılan 143,50-TL başvurma harcından, alınması gereken 98,10-TL başvurma harcının düşümü ile kalan 45,40-TL başvurma harcı ile, alınan 29,20-TL maktu istinaf karar ve ilam harcının talebi halinde kendilerine İADESİNE, 3- İncelemenin duruşmasız olarak yapılması nedeniyle avukatlık ücreti takdirine yer olmadığına, 4- Davacılar tarafından istinaf aşamasında yapılan giderlerin kendi üzerinde bırakılmasına, HMK.",madde gereğince esas Redd istinaf yasmak yolunmak başvurmak davacı tarafından peşin Unk yatırmak başvurmak harç alınmak gerekmek başvurmak harç düş kala başvurmak harç Unk maktu istinaf karmak ilâm harç talep hal kendi iade incelemek duruşma Unk Unk nedeniyle avukat ücret takdir yemek olmak davacı tarafından istinaf aşama yapılanmak gider kendi üzerinde bırakmak Unk
"m. 353/1-b/1 hükmü uyarınca, dosya üzerinde yapılan inceleme sonucunda ve 7035 sayılı Kanunun 31 maddesi ile değişik HMK.",hüküm uyarınca dosya üzerinde yapılanmak incelmek sonuç sayılı Kanu madde değişik Unk
"m. 361/1 maddesi gereğince, kararın tebliğinden itibaren 2 hafta içinde Yargıtay nezdinde temyiz yasa yolu açık olmak üzere, oy birliğiyle karar verildi.04/10/2018.",madde gereğince kararmak tebliğ itibaren hafta içinde Yargıtay nezdinde temyiz yasmak yol açık olmak üzere birlik karmak Unk
"GEREĞİ DÜŞÜNÜLDÜ: Davacı vekili dava dilekçesinde özetle: Şirketleri nezdinde kasko poliçesi ile sigortalı ... plakalı araca, 10/02/2014 tarihinde meydana gelen trafik kazası sonucunda zarar verildiğini, kazaya ... plakalı aracın %100 kusurlu olarak sebebiyet verdiğini, sigortalı araçta oluşan 5.745,00 hasar bedelinin araç sahibine ödendiğini, ve TTK 1472. md.",gerek düşünmek davacı Vekil dav dilekçe özetlemek şirket nezdinde kasko poliçe sigorta plaka ara tarih meydan gelen trafik kazmak sonuç zarar Unk Kaza plaka araç kusur Unk sebebiyet vermek sigorta araç Unk hasar bedel araç Sahib Unk Ttk
"gereğince halefiyet hakkı kazanıldığını, sigorta şirketinin poliçe limiti ile sınırlı olmak üzere tüm hasardan davalıların müştereken ve müteselsilen sorumlu olacaklarını belirterek 5.745,00 TL tazminatın ödeme tarihinden itibaren yasal faizi ile birlikte davalılardan müştekeren ve müteselsilen tahsiline karar verilmesini talep ve dava etmiştir.",gereğince halefiyet Hak kazanmak sigorta şirket poliçe limit sınır olmak üzere hasar davalı müştereken müteselsilen sorumlu Unk belirtmek tazminat ödemek tarih itibaren yasal faiz birlikte davalı Unk müteselsilen tahsil karmak Unk talep dav etmek
"Davalı ..Sigorta A.Ş savunmasında :...plakalı aracın şirketleri nezdinde 28/08/2013-2014 tarihlerini kapsayan 9381681 numaralı trafik poliçesi ile sigortalı olduğunu, yapılan incelemede, kaza tespit tutanağına göre sigortalı aracın inşaat sahasında olduğu, karayolunda olmadığı bu sebeple hasarın trafik poliçesi teminatı dışında kaldığını talebin fahiş olduğunu, davadan önce başvuru bulunmadığından ödeme tarihinden itibaren faiz talep edilemeyeceğini, belirterek açılan davanın reddine karar verilmesini talep etmiştir.",davalı sigorta savunma plaka araç şirket nezdinde tarih kapsamak numara trafik poliçe sigorta olmak yapılanmak incelemek kazmak tespit tutanak göre sigorta araç inşaat saha olmak karayolu olmak Unk hasar trafik poliçe teminat dış kalmak talep fahiş olmak dava önce başvuru bulunmak ödemek tarih itibaren faiz talep etmek belirtmek açmak dava Redd karmak Unk talep etmek
Davalı ....ve Tic.,davalı Tic
"Ltd. Şti'nin davaya karşı herhangi bir cevap dilekçesi vermediği görülmüştür.Mahkemece;Yargılama sırasında alınan bilirkişi raporuna göre kazanın Şile Bağlantı Yolunda yol çalışması yapılan karayolunda meydana geldiğini, bu kısmın Karayolu sayılacağını belirterek davanın kabûlü ile 5.745,00TL maddi tazminatın davalı sigorta yönünden dava, diğer davalı yönünden ödeme tarihinden itibaren yasal faizi ile birlikte müştereken ve müteselsilen alınarak davacıya ödenmesine karar verilmiştir.Karara karşı davalı ... Sigorta A.Ş.",Ltd Şti dava karşı herhangi bir cevap dilekçe vermek Unk sırasında Unk bilirkişi rapor göre kazanmak şile bağlantı yol yolmak çalışmak yapılanmak karayolu meydan gelmek kısım karayolu saymak belirtmek dava Unk maddî tazminat davalı sigorta yön dav diğer davalı yön ödemek tarih itibaren yasal faiz birlikte müştereken müteselsilen Unk davacı Unk karmak Unk karşı davalı sigorta
"vekili istinaf yoluna başvurmuştur.İstinaf Nedenleri; kazanın karayolu sayılmayan şantiye sahasında meydana geldiğini, keşif taleplerinin reddedildiğini, davalı sigortalısı aracın karayolu sayılmayan yerde bulunduğunu belirterek istinaf yoluna başvurmuştur.Yapılan değerlendirmede;Dosya içerisindeki bilgi ve belgelere, mahkeme kararının gerekçesinde dayanılan delillerin tartışılıp değerlendirilmesinde ve özellikle, oluşa uygun olarak düzenlenen uzman bilirkişi raporunda belirtilen kusur oranının ve maddi tazminata ilişkin hesaplamanın hükme esas alınmasında bir usulsüzlük bulunmamasına,anayola bağlantısı olan yan yolda,yol çalışması sırasında kaldırılan tamperin elektrik tellerini koparması sonucu ana yoldaki araca zarar vermesiyle oluşan kazada bu yolun karayolu kabul edilmesine göre davalı vekilinin istinaf talebinin HMK 353/1-b/1 maddesi uyarınca reddine karar verilmiştir.",Vekil istinaf yolunmak Unk neden kazanmak karayolu saymak şantiye saha meydan gelmek keşif talep reddetmek davalı sigorta araç karayolu saymak yer bulunmak belirtmek istinaf yolunmak Unk Unk içeri bilgi Belge Mahke karar gerekçe dayamak delil tartışmak değerlendirmek özellikle Unk uygun Unk düzenlemek uzman bilirkişi rapor belirtmek kusur oran maddî tazminat ilişkin hesaplamak hüküm esas alınmak bir usul Unk bağlantı o yan Unk çalışmak sırasında kaldırmak Unk elektrik tel koparmak sonuç ana yol ara zarar vermek Unk Kaza yolmak karayolu kabul etmek göre davalı Vekil istinaf talep Unk madde uyarınca Redd karmak Unk
"HÜKÜM:Gerekçe uyarınca; 1-Usul ve yasaya uygun mahkeme kararına yönelik davacı vekilinin istinaf başvurusunun HMK.m.353/1-b/1 maddesi gereğince ESASTAN REDDİNE 2-Davacı tarafından peşin yatırılan 74,00-TL maktu harçtan fazla alınan 38,10 TL 'nin istek halinde davacı tarafa iadesine, 3-İncelemenin duruşmasız olarak yapılması nedeniyle avukatlık ücreti takdirine yer olmadığına, 4-Yasa yoluna başvuran davacı tarafından yapılan giderlerin üzerinde bırakılmasına, HMK.",Unk uyarınca usul yasamak uygun Mahke karar yönelik davacı Vekil istinaf başvuru Unk madde gereğince esas Redd davacı tarafından peşin yatırmak maktu harç fazla Unk Unk istek hal davacı taraf iade incelemek duruşma Unk Unk nedeniyle avukat ücret takdir yemek olmak yasmak yolunmak başvurmak davacı tarafından yapılanmak gider üzerinde bırakmak Unk
"m.353/1-b/1 hükmü uyarınca, dosya üzerinde yapılan inceleme sonucunda ve HMK.",hüküm uyarınca dosya üzerinde yapılanmak incelmek sonuç Unk
"m. 362/1-c gereğince KESİN olmak üzere, oy birliğiyle karar verildi.",gereğince kesin olmak üzere birlik karmak Unk
01/10/2018.,
"GEREĞİ DÜŞÜNÜLDÜ: Davacı vekili dava dilekçesinde özetle: Şirketleri nezdinde kasko poliçesi ile sigortalı ... plakalı araca, 10/02/2014 tarihinde meydana gelen trafik kazası sonucunda zarar verildiğini, kazaya ... plakalı aracın %100 kusurlu olarak sebebiyet verdiğini, sigortalı araçta oluşan 5.745,00 hasar bedelinin araç sahibine ödendiğini, ve TTK 1472. md.",gerek düşünmek davacı Vekil dav dilekçe özetlemek şirket nezdinde kasko poliçe sigorta plaka ara tarih meydan gelen trafik kazmak sonuç zarar Unk Kaza plaka araç kusur Unk sebebiyet vermek sigorta araç Unk hasar bedel araç Sahib Unk Ttk
"gereğince halefiyet hakkı kazanıldığını, sigorta şirketinin poliçe limiti ile sınırlı olmak üzere tüm hasardan davalıların müştereken ve müteselsilen sorumlu olacaklarını belirterek 5.745,00 TL tazminatın ödeme tarihinden itibaren yasal faizi ile birlikte davalılardan müştekeren ve müteselsilen tahsiline karar verilmesini talep ve dava etmiştir.",gereğince halefiyet Hak kazanmak sigorta şirket poliçe limit sınır olmak üzere hasar davalı müştereken müteselsilen sorumlu Unk belirtmek tazminat ödemek tarih itibaren yasal faiz birlikte davalı Unk müteselsilen tahsil karmak Unk talep dav etmek
"Davalı ..Sigorta A.Ş savunmasında :...plakalı aracın şirketleri nezdinde 28/08/2013-2014 tarihlerini kapsayan 9381681 numaralı trafik poliçesi ile sigortalı olduğunu, yapılan incelemede, kaza tespit tutanağına göre sigortalı aracın inşaat sahasında olduğu, karayolunda olmadığı bu sebeple hasarın trafik poliçesi teminatı dışında kaldığını talebin fahiş olduğunu, davadan önce başvuru bulunmadığından ödeme tarihinden itibaren faiz talep edilemeyeceğini, belirterek açılan davanın reddine karar verilmesini talep etmiştir.",davalı sigorta savunma plaka araç şirket nezdinde tarih kapsamak numara trafik poliçe sigorta olmak yapılanmak incelemek kazmak tespit tutanak göre sigorta araç inşaat saha olmak karayolu olmak Unk hasar trafik poliçe teminat dış kalmak talep fahiş olmak dava önce başvuru bulunmak ödemek tarih itibaren faiz talep etmek belirtmek açmak dava Redd karmak Unk talep etmek
Davalı ....ve Tic.,davalı Tic
"Ltd. Şti'nin davaya karşı herhangi bir cevap dilekçesi vermediği görülmüştür.Mahkemece;Yargılama sırasında alınan bilirkişi raporuna göre kazanın Şile Bağlantı Yolunda yol çalışması yapılan karayolunda meydana geldiğini, bu kısmın Karayolu sayılacağını belirterek davanın kabûlü ile 5.745,00TL maddi tazminatın davalı sigorta yönünden dava, diğer davalı yönünden ödeme tarihinden itibaren yasal faizi ile birlikte müştereken ve müteselsilen alınarak davacıya ödenmesine karar verilmiştir.Karara karşı davalı ... Sigorta A.Ş.",Ltd Şti dava karşı herhangi bir cevap dilekçe vermek Unk sırasında Unk bilirkişi rapor göre kazanmak şile bağlantı yol yolmak çalışmak yapılanmak karayolu meydan gelmek kısım karayolu saymak belirtmek dava Unk maddî tazminat davalı sigorta yön dav diğer davalı yön ödemek tarih itibaren yasal faiz birlikte müştereken müteselsilen Unk davacı Unk karmak Unk karşı davalı sigorta
"vekili istinaf yoluna başvurmuştur.İstinaf Nedenleri; kazanın karayolu sayılmayan şantiye sahasında meydana geldiğini, keşif taleplerinin reddedildiğini, davalı sigortalısı aracın karayolu sayılmayan yerde bulunduğunu belirterek istinaf yoluna başvurmuştur.Yapılan değerlendirmede;Dosya içerisindeki bilgi ve belgelere, mahkeme kararının gerekçesinde dayanılan delillerin tartışılıp değerlendirilmesinde ve özellikle, oluşa uygun olarak düzenlenen uzman bilirkişi raporunda belirtilen kusur oranının ve maddi tazminata ilişkin hesaplamanın hükme esas alınmasında bir usulsüzlük bulunmamasına,anayola bağlantısı olan yan yolda,yol çalışması sırasında kaldırılan tamperin elektrik tellerini koparması sonucu ana yoldaki araca zarar vermesiyle oluşan kazada bu yolun karayolu kabul edilmesine göre davalı vekilinin istinaf talebinin HMK 353/1-b/1 maddesi uyarınca reddine karar verilmiştir.",Vekil istinaf yolunmak Unk neden kazanmak karayolu saymak şantiye saha meydan gelmek keşif talep reddetmek davalı sigorta araç karayolu saymak yer bulunmak belirtmek istinaf yolunmak Unk Unk içeri bilgi Belge Mahke karar gerekçe dayamak delil tartışmak değerlendirmek özellikle Unk uygun Unk düzenlemek uzman bilirkişi rapor belirtmek kusur oran maddî tazminat ilişkin hesaplamak hüküm esas alınmak bir usul Unk bağlantı o yan Unk çalışmak sırasında kaldırmak Unk elektrik tel koparmak sonuç ana yol ara zarar vermek Unk Kaza yolmak karayolu kabul etmek göre davalı Vekil istinaf talep Unk madde uyarınca Redd karmak Unk
"HÜKÜM:Gerekçe uyarınca; 1-Usul ve yasaya uygun mahkeme kararına yönelik davacı vekilinin istinaf başvurusunun HMK.m.353/1-b/1 maddesi gereğince ESASTAN REDDİNE 2-Davacı tarafından peşin yatırılan 74,00-TL maktu harçtan fazla alınan 38,10 TL 'nin istek halinde davacı tarafa iadesine, 3-İncelemenin duruşmasız olarak yapılması nedeniyle avukatlık ücreti takdirine yer olmadığına, 4-Yasa yoluna başvuran davacı tarafından yapılan giderlerin üzerinde bırakılmasına, HMK.",Unk uyarınca usul yasamak uygun Mahke karar yönelik davacı Vekil istinaf başvuru Unk madde gereğince esas Redd davacı tarafından peşin yatırmak maktu harç fazla Unk Unk istek hal davacı taraf iade incelemek duruşma Unk Unk nedeniyle avukat ücret takdir yemek olmak yasmak yolunmak başvurmak davacı tarafından yapılanmak gider üzerinde bırakmak Unk
"m.353/1-b/1 hükmü uyarınca, dosya üzerinde yapılan inceleme sonucunda ve HMK.",hüküm uyarınca dosya üzerinde yapılanmak incelmek sonuç Unk
"m. 362/1-c gereğince KESİN olmak üzere, oy birliğiyle karar verildi.",gereğince kesin olmak üzere birlik karmak Unk
01/10/2018.,
"GEREĞİ DÜŞÜNÜLDÜ: Davacı 25.07.2016 tarihli dilekçesi ile davalı ... şirketine kasko sigorta poliçesi ile sigortalı bulunan ... plaka sayılı aracın davacının eşi...in içinde bulunduğu ... plaka sayılı araca olay tarihi olan 22.06.2015 tarihinde çarptığını, bu olayda ... plaka sayılı aracın içinde bulunan ...'in yaşamını yitirdiğini belirterek fazlaya ilişkin hakları saklı kalmak üzere 3.000,00-TL ferdi kaza tazminatı ile 40.000,00-TL manevi tazminatın olay tarihinden itibaren avans faizi ile davalıdan alınarak davacıya ödenmesini talep ve dava etmiştir.",gerek düşünmek davacı tarih dilekçe davalı şirket kasko sigorta poliçe sigorta bulmak plaka sayılı araç davacı Unk içinde bulunmak plaka sayılı ara olay tarihî o tarih çarpmak olay plaka sayılı araç içinde bulmak yaşam yitirmek belirtmek fazla ilişkin Hak saklı kalmak üzere ferdî kazmak tazminat manevî tazminat olay tarih itibaren avans faiz davalı Unk davacı Unk talep dav etmek
"Davalı cevabında; ... plaka sayılı aracın 07.11.2014-14.04.2015 tarihleri arasında genişletilmiş kasko sigorta poliçesinin bulunduğunu, manevi tazminatların poliçe kapsamında olmadığını, ölen ...'in ise karşı araçta bulunduğunu belirterek davanın reddini talep etmiştir.",davalı cevap plaka sayılı araç tarih ara genişlemek kasko sigorta poliçe bulunmak manevî tazminat poliçe kapsam olmak ölmek karşı araç bulunmak belirtmek dava Redd talep etmek
Uyuşmazlık Hakem Heyetince;27.10.2016 tarih 2016/30842 sayılı karar ile talep reddedilmiştir.Karara karşı davacı vekili manevi tazminata ilişkin kısmı için İtiraz Hakem Heyetine itirazda bulunmuştur.,uyuşmak Hakem heyet tarih sayılı karmak talep Unk karşı davacı Vekil manevî tazminat ilişkin kısım itiraz Hakem heyet itiraz bulunmak
İtiraz Hakem Heyeti;Uyuşmazlık Hakem Heyeti kararına sadece manevi tazminat yönünden itiraz edilmiş bu durumun ise poliçe kapsamında olmadığını belirterek itiraz reddedilmiştir.Verilen karara karşı davacı istinaf yoluna başvurmuştur.,itiraz Hakem Unk Hakem heyet karar sadece manevî tazminat yön itiraz etmek durum poliçe kapsam olmak belirtmek itiraz Unk kararmak karşı davacı istinaf yolunmak başvurmak
"İstinaf nedenleri;Dava konusu sigorta poliçesinin 12.sayfasında ihtiyari mali sorumluluk sigortasına pirim ilavesi ile sözleşme kapsamına dahil edilen hususlar başlığı altında manevi tazminat talebinin yer aldığını, bu nedenle davalının sorumluluğunun bulunduğunu belirterek istinaf yoluna başvurmuştur.",istinaf Unk konu sigorta poliçe sayfa ihtiyarî malî sorumluluk sigorta pir ilâve sözleşmek kapsam dâhil etmek husus başlık alt manevî tazminat talep yemek almak neden davalı sorumluluk bulunmak belirtmek istinaf yolunmak başvurmak
Yapılan Değerlendirilmede;dava trafik kazasından kaynaklanan tazminat davasıdır.,yapılanmak Unk trafik Kaza kaynaklanmak tazminat dava
6456 sayılı Kanunun 45.maddesi ile değişik 5684 sayılı kanunun 30/12.maddesi gereğince;Beşbin Türk Lirası altındaki uyuşmazlıklar hakkında verilen hakem kararları kesindir.,sayılı Kanu madde değişik sayılı Kanu madde Unk Türk lira alt uyuşmak hakkında veri Hakem karar kesinmek
Beşbin türk lirası ve daha üzerindeki uyuşmazlıklar hakkında verilen hakem kararlarına karşı komisyonca ilgiliye bildirimden itibaren 10 gün içerisinde bir defaya mahsus olmak üzere komisyon nezdinde itiraz edilebilir.,Unk Türk lira Üzer uyuşmak hakkında veri Hakem karar karşı komisyon ilgili bildiri itibaren gün içeri bir defa mahsus olmak üzere komisyon nezdinde itiraz etmek
"İtiraz üzerine Sigorta Tahkim İtiraz Hakem Heyetinin 40.000,00 Türk Lirasını geçmeyen uyuşmazlıklar hakkında verdiği kararlar ise kesindir.40.000,00-TL'nin üzerindeki kararlar için temyize gidilebilir"" hükmünü içermektedir.",itiraz üzerine sigorta tahkim itiraz Hakem heyet Türk lira geçmek uyuşmak hakkında vermek karmak Unk Üzer karmak temyiz gitmek hüküm içermek
"Davacı vekilinin manevi tazminat yönünden itiraz hakem Heyetine başvurduğu ve itiraz Hakem Heyetince sadece manevi tazminat yönünden karar verildiği, davacı vekilinin manevi tazminat talebini istinafa getirebileceği ve manevi tazminat davasının fazlaya ilişkin kısmının saklı tutulamayacağı sonucuna varıldığı,bu durumda dava değerinin 40.000,00-TL olduğu ve İtiraz Hakem Heyeti Kararının Sigortacılık Kanunun 30/12m.",davacı Vekil manevî tazminat yön itiraz Hakem heyet başvurmak itiraz Hakem heyet sadece manevî tazminat yön karmak Unk davacı Vekil manevî tazminat talep istinaf getirmek manevî tazminat dava fazla ilişkin kısım saklı tutulmak sonuç Unk durum dav Değer olmak itiraz Hakem heyet karar sigortacı Kanu
"Uyarınca kesin olduğu anlaşıldığından HMK 352/1, 346/1 maddeleri gereğince istinaf talebinin reddi gerektiği sonuç ve kanaatine varılmıştır.",uyarınca kesin olmak anlaşmak Unk madde gereğince istinaf talep Redd gerekmek sonuç kanaat varmak
HÜKÜM : Gerekçe uyarınca; 1-Sigorta Tahkim Komisyonu İtiraz Hakem Heyetince verilen 02/02/2017 gün ve 2016/İ.3525 -2017/İHK.,hüküm gerek uyarınca sigorta tahkim komisyon itiraz Hakem heyet veri gün Unk
"339 sayılı kararına karşı davacı vekili tarafından verilen istinaf dilekçesinin ve isteminin 5684 sayılı yasanın 30/12 ve HMK.346/1 ve 352.maddeleri gereğince kararın kesin olması nedeniyle REDDİNE, 3-İstinaf yasa yoluna başvuran davacı tarafından peşin olarak yatırılan 154,30-TL başvurma harcından, alınması gereken 98,10-TL başvurma harcının düşümü ile kalan 56,20-TL başvurma harcı ile, alınan 31,40-TL maktu istinaf karar ve ilam harcı harcının talebi halinde kendisine İADESİNE, 3-İncelemenin dosya üzerinden yapılması nedeniyle avukatlık ücreti takdirine YER OLMADIĞINA, 4-İstinaf yasa yoluna başvuran davacı tarafından yapılan giderlerin üzerinde bırakılmasına, HMK.",sayılı karar karşı davacı Vekil tarafından veri istinaf dilekçe istem sayılı yasa Unk madde gereğince kararmak kesin olmak nedeniyle Redd istinaf yasmak yolunmak başvurmak davacı tarafından peşin Unk yatırmak başvurmak harç alınmak gerekmek başvurmak harç düş kala başvurmak harç Unk maktu istinaf karmak ilâm harç harç talep hal kendi iade incelemek dosya Üzer Unk nedeniyle avukat ücret takdir yemek Unk istinaf yasmak yolunmak başvurmak davacı tarafından yapılanmak gider üzerinde bırakmak Unk
m.352 hükmü uyarınca dosya üzerinde yapılan ön inceleme sonucunda ve HMK.,hüküm uyarınca dosya üzerinde yapılanmak incelmek sonuç Unk
"m. 362/1-a gereğince, miktar yönünden KESİN olmak üzere oy birliğiyle karar verildi.",gereğince miktar yön kesin olmak üzere birlik karmak Unk
01/10/2018.,
"GEREĞİ DÜŞÜNÜLDÜ: Davacı vekili dava dilekçesi ile; 03/08/2015 tarihinde ... plâkalı, davalı ... Şirketince ZMSS poliçesi ile sigortalanan aracın karıştığı kaza sonucu davacının malûl kaldığını, davalı ... şirketince %15 özür oranı üzerinden hesaplanan 72.665,00-TL tazminatın 14/04/2016 tarihinde davacıya ödendiğini, Marmaris Devlet Hastanesi tarafından düzenlenen 29/01/2016 tarihli Sağlık Kurulu Raporunda davacının engel oranı %15 olarak belirlenmişse de bu raporun hesaplamaya esas alınamayacağını, Muğla Sıtkı Koçman Üniversitesi Tıp Fakültesi Adli Tıp Anabilim Dalı tarafından düzenlenen 01/02/2016 tarihli bilirkişi raporu ile davacının malûliyetinin %23.2 olarak belirlendiğini, davalı ... şirketine bakiye zararın ödenmesi için yapılan talebin kabûl edilmediğini belirterek fazlaya ilişkin hakları saklı kalmak kaydıyla şimdilik 14.000,00-TL malûliyet tazminatının davalıdan tahsiline karar verilmesini talep etmiş, ıslah dilekçesi ile talebini 59.950,91-TL'ye yükseltmiştir.",gerek düşünmek davacı Vekil dav dilekçe tarih Unk davalı şirket Zmss poliçe sigortalamak araç karışmak kazmak sonuç davacı Mall kalmak davalı şirket özür ora Üzer hesaplamak tazminat tarih davacı Unk Marmaris devlet hastane tarafından düzenlemek tarih Sağlık kurul rapor davacı engel ora Unk belirlemek rapor hesaplamak esas Unk Muğla Sıtkı koçmak üniversite Tıp fakülte adli Tıp anabilim dal tarafından düzenlemek tarih bilirkişi rapor davacı Unk Unk belirlemek davalı şirket Bakiye zarar Unk yapılanmak talep kabl etmek belirtmek fazla ilişkin Hak saklı kalmak kayıt şimdilik Unk tazminat davalı tahsil karmak Unk talep etmek ıslah dilekçe talep Tl yükselmek
"Davalı ... Şirketi vekili cevap dilekçesi ile; davacıya %15 malûliyeti üzerinden 72.665,00-TL ödeme yapıldığını, davacının yeniden tazminat talep etme hakkı bulunmadığını, davacının sunmuş olduğu malûliyet raporunun hükme esas alınamayacağını, dosyada bulunan malûliyet raporları arasında çelişki oluşması nedeniyle ATK 3.",davalı şirket Vekil cevap dilekçe davacı Unk Üzer ödemek Unk davacı yeniden tazminat talep etmek Hak bulunmak davacı sunmak olmak Unk rapor hüküm esas Unk dosya bulmak Unk rapor ara çelişki oluşmak nedeniyle Unk
İhtisas Kurulundan yeniden rapor alınması gerektiğini belirterek talebin reddine karar verilmesini istemiştir.,ihtisas kurul yeniden rapor alınmak gerekmek belirtmek talep Redd karmak Unk istemek
"Sigorta Tahkim Komisyonu Uyuşmazlık Hakem Heyetince meydana gelen kazada davalı ... şirketince ZMMS poliçesi ile sigortalanan ... plâkalı araç sürücüsünün tam kusurlu olduğu, Muğla Sıtkı Koçman Üniversitesi Tıp Fakültesi Adli Tıp Anabilim Dalı tarafından düzenlenen 01/02/2016 tarihli bilirkişi raporu ile davacının malûliyetinin %23.2 olarak belirlendiği, davalı ... şirketince dava açılmadan önce ödeme yapıldığı hususları göz önünde bulundurularak davacının talebinin kabûlü ile 59.950,91-TL malûliyet tazminatının davalı ... şirketinden tahsiline karar verilmiş, karara karşı davalı ... şirketi vekilince yapılan itiraz üzerine İtiraz Hakem Heyetince; itirazın reddine karar verilmiş, karara karşı davalı ... şirketi istinaf yoluna başvurmuştur.",sigorta tahkim komisyon uyuşmak Hakem heyet meydan gelen Kaza davalı şirket Unk poliçe sigortalamak Unk araç sürücü tam kusur olmak Muğla Sıtkı koçmak üniversite Tıp fakülte adli Tıp anabilim dal tarafından düzenlemek tarih bilirkişi rapor davacı Unk Unk belirlemek davalı şirket dav açmak önce ödemek Unk husus göz ön bulundurmak davacı talep Unk Unk tazminat davalı şirket tahsil karmak Unk kararmak karşı davalı şirket Vekil yapılanmak itiraz üzerine itiraz Hakem heyet itiraz Redd karmak Unk kararmak karşı davalı şirket istinaf yolunmak başvurmak
"Davalı ... şirketinin istinaf sebepleri; dosyada bulunan malûliyete ilişkin raporlar arasında çelişki bulunduğu, çelişki giderilmeden karar verilmesinin hatalı olduğu, Muğla Sıtkı Koçman Üniversitesi Tıp Fakültesi Adli Tıp Anabilim Dalı tarafından düzenlenen raporun yürürlükteki mevzuata uygun olmaması nedeniyle hükme esas alınamayacağı hususlarına ilişkindir.",davalı şirket istinaf sebep dosya bulmak Unk ilişkin raporlamak ara çelişki bulunmak çelişki gidermek karmak Unk hata olmak Muğla Sıtkı koçmak üniversite Tıp fakülte adli Tıp anabilim dal tarafından düzenlemek rapor yürürlük mevzuat uygun olmak nedeniyle hüküm esas Unk husus ilişkin
Dava trafik kazası nedeniyle malûliyet tazminatı talebine ilişkin bulunmaktadır.,dav trafik kazmak nedeniyle Unk tazminat talep ilişkin bulunmak
