original_sentence,processed_tokens
"Davacının nakit yaptığı 96.000,00 TL ödeme ile 45.000,00 TL senet bedelleri toplamı 141.000,00 TL olup,  davacının davalıya 141.000,00 - 115.175,95 = 25.825,04 TL fazla ödemesi olduğu anlaşılmaktadır.",davaç nakit yaptık öde senet bedel topla olup davaç davalı faz ödemes olduk anlaşılmak
"Davacı iş sahibinin 25.825,04 TL fazla ödemesi olduğundan, ödeme miktarına göre davalı yüklenici tarafından takibe girişilen senetlerin takip tarihi esas alınarak değerlendirilmesi halinde; 15.000,00 TL'nin İstanbul .... İcra müdürlüğünün ... Esas sayılı dosyada takibe konu edilen 15.03.2013 vade tarihli, 15.000,00-TL.",davaç sahip faz ödemes olduk öde miktar gör daval yükleniç taraf takip girişile senet takip tarih esas alınarak değerlendirilmes hal tlnin istanbul icra müdürlük esas sayıl dosya takip ko edile vade tarihli
"tutarındaki senetten, kalan 10.824,00 TL'nin İstanbul .... İcra Müdürlüğünün ... Esas sayılı takip dosyasından mahsubuna ve bu miktarlar için borçlu olmadığının tespitine; davacının bu takip dosyası için borçlu olduğu  4.175,96 TL için takibin aynı koşullarda devamına, İstanbul .... İcra Müdürülüğünün ... Esas sayılı dosya alacağına dair açtığı menfi tespit davasının reddine karar verilmesi gerekmişir.",tutar senet kala tlnin istanbul icra müdürlük esas sayıl takip dosya mahsup miktar borçlu olmadık tespit davaç takip dosyas borçlu olduk takip aynı koşul devam istanbul icra müdürülük esas sayıl dosya alacak dair açtık menfi tespit dava reddi karar verilmes gerekmişir
"HÜKÜM: Gerekçesi açıklandığı üzere;A)1-Davacı vekilinin istinaf talebinin KISMEN KABULÜNE, 2-İstanbul 13.",hük gerekçes açıklandık üzereadavaç vekil istinaf talep kisme kabul istanbul
"Asliye Ticaret Mahkemesi'nin 29/03/2017 tarih ve 2014/532 esas, 2017/211 karar sayılı kararının KALDIRILMASINA,3- Davanın KISMEN KABULÜ ile; A-İstanbul .... İcra Müdürlüğü'nün ... Esasa sayılı dosyasında davacının borçlu olmadığının tespitine,B-İstanbul ... İcra Müdürlüğü'nün ... Esas sayılı dosyasında takibe konulan 30/04/2013 tarihli senet nedeniyle davacının 10.824,04 TL borçlu olmadığının tespitiyle takibin 4.175,96 TL için aynı koşullarda devamına,C-Davacının İstanbul .... İcra Müdürülüğü'nün ... Esas sayılı dosya alacağına dair açtığı menfi tespit davasının reddine,4-Şartlar oluşmadığından davacının kötü niyet tazminatı talebinin reddine, B) İLK DERECE MAHKEMESİ YÖNÜNDEN 1-Alınması gereken 1.858,62 TL nispi karar ve ilam harcından davacı tarafça peşin olarak yatırılan 792,15 TL harcın mahsubu ile bakiye 1.066,47 TL harcın davalıdan alınarak HAZİNEYE GELİR KAYDINA, 2-Davacılar tarafından yatırılan 792,15 TL peşin harcın davalıdan alınarak davacılara verilmesine,3-Davacılar tarafından yapılan 2.855,70 TL tebligat ve posta gideri, 1.050,00 TL bilirkişi ücreti olmak üzere toplam 3.905,70 TL yargılama giderinden davanın kabul/red oranına göre takdiren 2.304,36 TL'nin davalıdan alınarak davacılara verilmesine,4-Davalı tarafından yapılan yargılama gideri bulunmadığından bu konuda karar verilmesine yer  olmadığına, 5-Davacılar kendilerini vekil ile temsil ettirdiklerinden karar tarihinde yürürlükte olan Avukatlık Asgari Ücret Tarifesi uyarınca kabul edilen miktar üzerinden hesaplanan 4.081,29 TL vekâlet ücretinin davalıdan alınarak davacıya verilmesine,6-Davalı kendisini vekil ile temsil ettirdiğinden karar tarihinde yürürlükte olan Avukatlık Asgari Ücret Tarifesi uyarınca reddedilen miktar üzerinden hesaplanan 4.080,00 TL vekâlet ücretinin davacılardan alınarak davalıya verilmesine,7-Taraflarca yatırılan gider avansından harcanmayan kısmın hüküm kesinleştiğinde  ve istek halinde yatıran tarafa iadesine, C) İSTİNAF İNCELEMESİ YÖNÜNDEN
1-Davacılar tarafından yatırılan 31,40 TL istinaf karar harcının istek halinde ve karar kesinleştiğinde kendisine iadesine,2-Davacılar tarafından yapılan 85,70 TL istinaf kanun yoluna başvurma harcı, 701,30 TL posta ve tebligat gideri, 500,00 TL bilirkişi gideri olmak üzere toplam 1.201,30 TL istinaf yargılama giderinin davalıdan alınarak davacı tarafa verilmesine,4-İstinaf incelemesi sırasında duruşma açıldığından ve davacılar kendilerini vekil ile temsil ettirdiklerinden karar tarihinde yürürlükte olan Avukatlık Asgari Ücret Tarifesi uyarınca hesaplanan 4.080,00 TL vekalet ücretinin davalıdan alınarak davacılara verilmesine,Dair taraf vekillerinin yüzüne karşı, duruşmalı olarak yapılan inceleme sonucunda, miktar yönünden HMK'nın 362/1-a maddesi gereğince kesin olmak üzere  oybirliği ile karar verildi.",asli ticaret mahkeme tarih esas karar sayıl karar kaldirilma dava kisme kabulü aistanbul icra müdürlük esas sayıl dosya davaç borçlu olmadık tespitinebistanbul icra müdürlük esas sayıl dosya takip konula tarihli senet neden davaç borçlu olmadık tespit takip aynı koşul devamınacdavaç istanbul icra müdürülük esas sayıl dosya alacak dair açtık menfi tespit dava reddineşart oluşmadık davaç köt niyet tazminat talep reddi ilk dereç mahkemes yön alınmas gereke nispi karar ila harç davaç tarafça peş olarak yatırıla harç mahsup baki harç davalı alınarak hazine gelir kaydı davacı taraf yatırıla peş harç davalı alınarak davacı verilmesinedavacı taraf yapıla tebligat pos gider bilirkiş ücret olmak üzer topla yargıla gider dava kabulredi oran gör takdire tlnin davalı alınarak davacı verilmesinedaval taraf yapıla yargıla gider bulunmadık konu karar verilme yer olmadık davacı kendi vekil temsil ettirdik karar tarih yürürlük ola avukatlık asgari ücret tarifes uyar kabul edile miktar üzer hesaplana veklet ücret davalı alınarak davacı verilmesinedaval kendi vekil temsil ettirdik karar tarih yürürlük ola avukatlık asgari ücret tarifes uyar reddedile miktar üzer hesaplana veklet ücret davacı alınarak davalı verilmesinetaraf yatırıla gider avans harcanmaya kısm hük kesinleştik istek hal yatıra taraf iade istinaf incelemes yön davacı taraf yatırıla istinaf karar harcı istek hal karar kesinleştik kendi iadesinedavacı taraf yapıla istinaf kan yol başvurma harcı pos tebligat gider bilirkiş gider olmak üzer topla istinaf yargıla gider davalı alınarak davaç taraf verilmesineistinaf incelemes sıra duruşma açıldık davacı kendi vekil temsil ettirdik karar tarih yürürlük ola avukatlık asgari ücret tarifes uyar hesaplana vekalet ücret davalı alınarak davacı verilmesinedair taraf vekil yüz karşı duruşmal olarak yapıla incele sonuç miktar yön hmknın maddes gerek ke olmak üzer oybirlik karar veril
26/11/2020,
"GEREĞİ DÜŞÜNÜLDÜ:
Davacı vekili tarafından verilen dava dilekçesinde özetle; davacı şirketin 1985 yılından beri deri kimyasalları ithalat, pazarlama ve satış İşi ile iştigal ettiğini,davacı ile davalı şirket arasında 2000 yılından başlayarak 2015 yılı ekim ayı ortalarına kadar devam eden ve davalıya ait çeşitli markalı deri kimyasalı ürünlerinin Türkiye pazarındaki satış ve pazarlaması bakımından müvekkiline distribütörlük/tek satıcılık hak ve sıfatı veren bir sözleşme ilişkisi mevcut olduğunu, bugüne kadar gelinen süreçte, taraflar arasındaki distribütörlük-tek satıcılık sözleşmesi gereğince müvekkili şirketin bu sıfatının sonucu ve gereği olarak bahse konu malların tanıtımı, satışı, Türkiye'deki pazara girmesi ve bu pazarda pay sahibi olması için oldukça ciddi ticari faaliyetler yürüttüğünü, bahse konu ürünlerin bu süreçte sadece müvekkili şirket vasıtasıyla ülkeye geldiğini ve piyasaya sürüldüğünü, Bu duruma paralel biçimde, taraflar arasındaki ticari ilişkinin karşılıklı güven ve iyi niyet çerçevesinde yürüdüğünü,hal böyle iken, 2015 yılı başlarından itibaren davalı şirket tarafından bahse konu tek satıcılık/distiribütörlük sözleşmesi ilişkisine ve hukuka açıkça aykırı biçimde, müvekkili şirketin siparişlerine cevap verilmemeye başlandığını ve sipariş edilen malların gönderilmediğini, müvekkilinin tüm yazışma ve çalışmalarına rağmen durumun değişmediğini, halihazırda davalı tarafından müvekkili şirkete gönderilen ve fakat müvekkilinin sipariş ettiği ancak davalı şirket tarafından haksız biçimde gönderilmemiş bulunan başka mallar nedeniyle atıl duruma düştüğünü, gönderilmeyen mallar nedeniyle ekonomik bir değeri oluşmadığını, ciddi miktarda malın da müvekkili şirket deposunda kaldığını,Bu nedenle de müvekkili şirketin büyük zarara uğradığını,davalı şirketin ekte listesi ve suretleri bulunan faturalardan da anlaşılacağı üzere bu malların toplam bedeli olan 152.014 Euro'yu da müvekkiline ödemek durumunda olduğunu, davalı şirketin sözleşmenin feshine yol açan işbu haksız ve hukuka aykırı eylemleri neticesinde, müvekkili şirketin önemli miktarda kâr kaybına maruz kaldığını Anılan ve resen öngörülecek gerekçelerle, müvekkil şirket ile davalı şirket arasındaki distribütörlük sözleşmesinin haklı feshi nedeniyle, fazlaya dair hakları saklı kalmak kaydı ile şimdilik, 285.267- Euro müşteri(portföy) tazminatı ve müvekkilinin elinde kalan malların değeri olan 152.014- Euro olmak Üzere toplam 437.281- Euro'nun davalıdan dava tarihinden itibaren işleyecek, 3095 sayılı kanun gereğince bankaların döviz mevduat hesaplarına uyguladıkları en yüksek faiz oranında faizi ile birljkte^-tahsiline, yargılama giderleri ile vekâlet ücretinin davalıya yüklenmesine karar verilmesini talep ve dava ettiği görülmüştür.",gerek düşünül davaç vekil taraf verile dav dilekçe özet davaç şirket yıl ber der kimyasal ithalat pazarla satış iş iştigal ettiğinidavaç daval şirket ara yıl başlayarak yıl ek a orta kadar deva e davalı ait çeşitli markal der kimyasal ürün türki pazar satış pazarlamas bakım müvekkil distribütörlüktek satıcılık hak sıfat vere bir sözleşme ilişkis mevcut olduk bugu kadar geline süreç taraf aras distribütörlüktek satıcılık sözleşmes gerek müvekkil şirket sıfat sonuç gerek olarak bah ko mal tanıt satış türkiye pazar girmes pazar pay sahip olmas oldukça cidi ticar faaliyet yürüttük bah ko ür süreç sadeç müvekkil şirket vasıta ülke geldik piyasa sürüldük dur paralel biç taraf aras ticar ilişki karşılıklı güve i niyet çerçeve yürüdüğünühal bö ike yıl baş itibare daval şirket taraf bah ko tek satıcılıkdistiribütörlük sözleşmes ilişki hukuk açıkça aykır biç müvekkil şirket sipariş cevap verilmeme başlandık sipariş edile mal gönderilmedik müvekkil yazışma çalışma rağme dur değişmedik halihazır daval taraf müvekkil şirke gönderile fakat müvekkil sipariş ettik ancak daval şirket taraf haksız biç gönderilmemiş buluna başka mal neden atıl dur düştük gönderilmeye mal neden ekonomik bir değer oluşmadık cidi miktar mal müvekkil şirket depo kaldığınıbu nede müvekkil şirket büyük zarar uğradığınıdaval şirket ek listes suret buluna fatura anlaşılacak üzer mal topla bedel ola euro müvekkil ödemek durum olduk daval şirket sözleşme fesh yol aça işbu haksız hukuk aykır eylem netice müvekkil şirket önemli miktar kayp maruz kaldık anıla rese öngörülecek gerekçe müvekkil şirket daval şirket aras distribütörlük sözleşme haklı feshi neden fazla dair hak saklı kalmak ka şimdilik euro müşteriportföy tazminat müvekkil el kala mal değer ola euro olmak üzer topla euro davalı dav tarih itibare işleyecek sayıl kan gerek banka döviz mevduat hesap uyguladık yük faiz oran faiz birljktetahsil yargıla gider veklet ücret davalı yüklenme karar verilme talep dav ettik görül
Davalı vekilince verilen davaya cevap  dilekçesinde özetle;  taraflar arasında herhangi bir yazılı sözleşme bulunmadığını ve herhangi bir şekilde taraflar arasındaki uyuşmazlıkta yetkili mahkeme yeri belirlenmemiş bulunduğu göz önüne alınarak; MÖHUK 40.,daval vekil verile dava cevap dilekçe özet taraf ara herhangi bir yazıl sözleşme bulunmadık herhangi bir şekil taraf aras uyuşmazlık yetkil mahke yer belirlenmemiş bulunduk göz ön alınarak möhuk
Madde ve HMK 6.,madde hmk
"Madde amir hükümleri gereği söz konusu davanın görüleceği yerin, davalı Şirketin ikametgahının bulunduğu İTALYA / PISA mahkemeleri olduğunu, Mahkemenin yetkisiz olduğunu, bu nedenle davanın esasına girilmeksizin davanın usul hukuku açısından yetki bakımından reddi gerektiğini , ayrıca davacıyla davalı arasında distiribütörlük veya tek satıcılık adı altında her hangi bir sözleşme bulunmadığını , davanın haksız ve  kötü niyetle açıldığını , davacı  siparişi üzerine satın aldığı ve deposunda bulunan malların bedelini talep etmesinin hiç bir hukuki dayanağının bulunmadığını da belirterek davanın esastan reddini istemiştir .",madde amir hüküm gerek söz konus dava görülecek yer daval şirket ikametgah bulunduk italya pisa mahkeme olduk mahkeme yetkis olduk nede dava esa girilmeksiz dava usul hukuk açı yetki bakım redi gerektik ayrıç davaç daval ara distiribütörlük tek satıcılık ad alt hangi bir sözleşme bulunmadık dava haksız köt niyet açıldık davaç sipariş üzer sat aldık depo buluna mal bedel talep etme bir hukuki dayanak bulunmadık belirterek dava esas reddi istemiş
Ilk derece mahkemesinin ön inceleme duruşmasında davalı tarafın yetki itirazını incelediği ve davalı şirketin İtalya'da olması ve şirket yerleşim yerinin PISA/İTALYA olduğunu da gözeterek 5718 sayılı MÖHUK 40.maddesine göre Türk Mahkemelerinin milletlerarası yetkisini iç hukukun yer itibarıyla yetki kuralları tayin eder hükmünün yaptığı atıfla yetkiye ilişkin genel düzenleyicisi yasa olan 6100 sayılı HMK 6.maddesine dayanarak dava dilekçesinin yetki yönünden reddine karar verdiği görülmüştür.,ilk dereç mahkeme incele duruşma daval taraf yetki itiraz inceledik daval şirket italya olmas şirket yerleş yer pisaitalya olduk gözeterek sayıl möhuk madde gör türk mahkeme milletleraras yetki hukuk yer itibar yetki kural tay eder hükmü yaptık atıf yetki ilişk genel düzenleyicis yas ola sayıl hmk madde dayanarak dav dilekçe yetki yön reddi karar verdik görül
"Davacı vekilinin istinaf dilekçesinde; davalı taraf ile davacı arasında 2000 yılından 2015 yılı Ekim ayına kadar sürmüş bir tek satıcılık ilişkisinin ve sözleşmesinin bulunduğunu, bu tür sözleşmelerin yazılı olma zorunluluğunun da bulunmadığını, yetki itirazının mahkemece değerlendirilirken davacıya akdi ilişkinin varlığının ispat imkanının tanınması gerektiğini, akdi ilişkinin varlığının saptanması halinde ise HMK 10.maddenin uygulanabileceğini, somut davada sözleşmenin ifa yeri mahkemesi İstanbul Anadolu Asliye Ticaret Mahkemelerinin yetkili olduğunu, davalı vekilinin TBK 89/1 maddesi doğrultusunda itirazının somut olaya uymadığını, müvekkilinin alacaklı konumunda olduğunu, ifa yerinin de müvekkili şirketin merkezinin bulunduğu yer olduğunu, yetki itirazının reddinin gerekli ve zorunlu olduğunu, kararın bozulması gerektiğini, ayrıca kararın doğru olduğu düşünülse dahi dava yetkisizlik gerekçesiyle usulden reddedildiğinden davalı yararına maktu vekalet ücretine hükmedilmesi gerektiğini, 2016 yılı Avukatlık Asgari Ücret Tarifesinin 7/1 "" Görevsizlik veya yetkisizlik nedeniyle dava dilekçesinin reddine, davanın nakline veya davanın açılmamış sayılmasına ön inceleme tutanağı imzalanıncaya kadar karar verilmesi durumunda Tarifede yazılı ücretin yarısına, ön ince¬leme tutanağı imzalandıktan sonra karar verilmesi durumun¬da tamamına hükmolunur.",davaç vekil istinaf dilekçe daval taraf davaç ara yıl yıl ek ay kadar sür bir tek satıcılık ilişki sözleşme bulunduk tür sözleşme yazıl olma zorunluluk bulunmadık yetki itiraz mahkemeç değerlendirilir davacı akdi ilişki varlık ispat imkan tanınmas gerektik akdi ilişki varlık saptanmas hal hmk madde uygulanabilecek somut dava sözleşme ifa yer mahkemes istanbul anadol asli ticaret mahkeme yetkil olduk daval vekil tbk maddes doğrultu itiraz somut ola uymadık müvekkil alacaklı konum olduk ifa yer müvekkil şirket merkez bulunduk yer olduk yetki itiraz reddi gerekli zorunlu olduk karar bozulmas gerektik ayrıç karar doğru olduk düşünül dahi dav yetkisizlik gerekçe usulde reddedildik daval yarar maktu vekalet ücret hükmedilmes gerektik yıl avukatlık asgari ücret tarife görevsizlik yetkisizlik neden dav dilekçe reddi dava nakl dava açılmamış sayılma incele tutanak imzalanınca kadar karar verilmes durum tarife yazıl ücret yarı incele tutanak imzalandık sonra karar verilmes durum tamam hükmolunur
"Şu kadar ki, davanın görüldüğü mahkemeye göre hükmolunacak avukatlık ücreti, Tarifenin ikinci kısmının ikinci bölümünde yazılı miktarları geçemez” maddesine göre ücretin miktarının 1.800 TL iken yerel mahkemece nisbi ücret hükmedilmesinin de hukuka aykırı olduğunu, kararın kaldırılmasını talep ettiklerini beyan ettiği görülmüştür.",kadar dava görüldük mahkeme gör hükmolunacak avukatlık ücret tarife ikinci kısmı ikinci bölüm yazıl miktar geçemez madde gör ücret miktar ike yerel mahkemeç nisbi ücret hükmedilme hukuk aykır olduk karar kaldırılma talep ettik beya ettik görül
"İlk derece mahkemesinin kararına dayanak yaptığı MÖHUK 40.maddede ""Türk Mahkemelerinin milletlerarası yetkisini iç hukukun yer itibarıyla yetki kuralları tayin eder.""",ilk dereç mahkeme karar dayanak yaptık möhuk madde türk mahkeme milletleraras yetki hukuk yer itibar yetki kural tay eder
hükmü düzenlenmiştir.,hükmü düzenle
"İlk derece mahkemesinin kararına dayanak yaptığı HMK 6/1 maddesinde ""Genel yetkili mahkeme davalı gerçek veya tüzel kişinin davanın açıldığı tarihteki yerleşim yeri mahkemesidir.""",ilk dereç mahkeme karar dayanak yaptık hmk madde genel yetkil mahke daval gerçek tüzel kiş dava açıldık tarih yerleş yer mahkemes
hükmü düzenlenmiştir.,hükmü düzenle
"GEREKÇE:
İstanbul Anadolu 5.",gerekçe istanbul anadol
"Asliye Ticaret Mahkemesi'nin 30/11/2016 tarihli 2016/185 esas 2016/714 karar sayılı ilamıyla davalı yanın İtalyan menşeili şirket olması nedeniyle 5718 sayılı MÖHUK 40.maddeyi yollamasıyla HMK 6.Madde çerçevesinde dava dilekçesinin yetki yönünden reddine karar verildiği, davacı vekilinin istinaf dilekçesinde ticari kayıtlar incelenerek taraflar arasında tek satıcılık distribütörlük yönünde anlaşma bulunduğunun anlaşılabileceğini, sözleşmenin ifa yerinin mahkemenin yetki çevresinde bulunduğunu, sözleşmeden kaynaklı tazminat davalarının tazminat alacaklısının ikame yerinde açılabileceğini, ayrıca karar tarihinde yürürlükte olan ...Ü.T'nin 7/1 maddesi gereğince maktu vekalet ücreti tayin etmek gerekirken nisbi vekalet ücretine hükmedildiği gerekçesiyle yerel mahkeme kararının kaldırılmasını talep ettiği anlaşılmıştır.",asli ticaret mahkeme tarihli esas karar sayıl ilam daval ya italya menşeil şirket olmas neden sayıl möhuk madde yollama hmk madde çerçeve dav dilekçe yetki yön reddi karar verildik davaç vekil istinaf dilekçe ticar kayıt incelenerek taraf ara tek satıcılık distribütörlük yön anlaşma bulunduk anlaşılabilecek sözleşme ifa yer mahkeme yetki çevre bulunduk sözleşme kaynaklı tazminat dava tazminat alacaklı ika yer açılabilecek ayrıç karar tarih yürürlük ola ütn maddes gerek maktu vekalet ücret tay etmek gerekir nisbi vekalet ücret hükmedildik gerekçe yerel mahke karar kaldırılma talep ettik anlaşıl
Davalı şirketin İtalyan menşeili olduğu göz önüne alınarak uyuşmazlığın çözümünde Türk Mahkemeleri'nin milletler arası yetkisinin bulunup bulunmadığının tespitinde MÖHUK 40.madde gereğince iç hukukun yer itibarıyla yetki kurallarının incelenmesi gerektiği tespit edilmiştir.,daval şirket italya menşeil olduk göz ön alınarak uyuşmazlık çözüm türk mahkeme millet aras yetki bulunup bulunmadık tespit möhuk madde gerek hukuk yer itibar yetki kural incelenmes gerektik tespit edil
"Davacı vekilinin taraflar arasında 2000 yılından 2015 yılı Ekim ayı ortalarına kadar devam eden distribütörlük/ tek satıcılık anlaşması bulunduğunu, anlaşmanın haklı nedenle feshi nedeniyle müşteri (portföy) tazminatı ve elinde kalan malların değerini talep ettiklerini beyan ettiği, davalı vekilinin ise taraflar arasında herhangi bir yazılı sözleşme bulunmadığını,  distribütörlük/ tek satıcılık anlaşması da bulunmadığını beyan ettiği anlaşılmışsa da davalı vekilinin cevap dilekçesinde ticari ilişkiyi kabul ettiği, davacının müvekkilinden satın aldığı ürünleri Türkiye pazarında satabilmek pazarlayabilmek için müvekkilinin markasını da kullanarak pazarlama faaliyetinde bulunduğunu beyan ettiği anlaşılmıştır.",davaç vekil taraf ara yıl yıl ek a orta kadar deva e distribütörlük tek satıcılık anlaşmas bulunduk anlaşma haklı nede feshi neden müşter portföy tazminat el kala mal değer talep ettik beya ettik daval vekil taraf ara herhangi bir yazıl sözleşme bulunmadık distribütörlük tek satıcılık anlaşmas bulunmadık beya ettik anlaşılmış daval vekil cevap dilekçe ticar ilişki kabul ettik davaç müvekkil sat aldık ürün türki pazar satabilmek pazarlayabilmek müvekkil marka kullanarak pazarla faaliyet bulunduk beya ettik anlaşıl
"Yargıtay Genel Kurulu'nun 13/03/2014 tarihli 2013/11-630 esas 2014/332 karar sayılı kararında da belirtildiği üzere sözleşmenin feshi nedeniyle tazminat alacağının para borcunun ifasına yönelik olduğu, TBK 89.madde gereğince alacaklının ödeme zamanında ikamet ettiği yerde ödenmesi gerektiği, HMK 10.madde gereğince davacının kendi ikamet adresinde dava açmasında usulsüzlük bulunmadığı görüşü Dairemizce de benimsenerek davalının taraflar arasındaki ticari ilişki bulunduğuna dair beyanı da göz önüne alınmak suretiyle, MÖHUK 40.maddenin atfı gereğince, TBK 89 ve HMK 10.madde hükümleri göz önüne alınarak davacı tazminat alacaklısının ikamet adresinde dava açabileceği kanaatine varılarak istinaf talebinin kabulüne, ilk derece mahkemesinin dava dilekçesinin yetki yönünden reddi kararının kaldırılmasına karar verilerek aşağıdaki hüküm kurulmuştur.",yargıtay genel kurul tarihli esas karar sayıl karar belirtildik üzer sözleşme feshi neden tazminat alacak par borcu ifa yönelik olduk tbk madde gerek alacaklı öde zaman ikamet ettik yer ödenmes gerektik hmk madde gerek davaç ke ikamet adre dav açma usulsüzlük bulunmadık görüş daire benimsenerek daval taraf aras ticar ilişki bulunduk dair beya göz ön alınmak suret möhuk madde atfı gerek tbk hmk madde hüküm göz ön alınarak davaç tazminat alacaklı ikamet adre dav açabilecek kanaat varılarak istinaf talep kabul ilk dereç mahkeme dav dilekçe yetki yön redi karar kaldırılma karar verilerek aşağı hük kurul
"KARAR:
İstinaf talebinin KABULÜNE, İstanbul Anadolu 5.",karar istinaf talep kabul istanbul anadol
"Asliye Ticaret Mahkemesi'nin
30/11/2016 gün ve 2016/185 E.,  2016/714 K. Sayılı kararının KALDIRILMASINA, dosyanın esas hakkında yargılama yapılmak üzere mahkemesine GERİ ÇEVRİLMESİNE,
Peşin harcın talebi halinde yatırana iadesine,
İstinaf yargılama giderlerinin verilecek nihai kararda değerlendirilmesine,
İstinaf incelemesi duruşmasız yapıldığından istinaf aşaması için ayrıca avukatlık ücreti takdirine yer olmadığına,
Dair, dosya üzerinde yapılan inceleme sonucunda oy birliği ile ve kesin olarak karar verildi.",asli ticaret mahkeme gün sayıl karar kaldirilma dosya esas hakk yargıla yapılmak üzer mahkeme ger çevrilme peş harç talep hal yatıra iade istinaf yargıla gider verilecek nihai karar değerlendirilme istinaf incelemes duruşmas yapıldık istinaf aşamas ayrıç avukatlık ücret takdir yer olmadık dair dosya üzer yapıla incele sonuç birlik ke olarak karar veril
20/09/2018,
"GEREĞİ GÖRÜŞÜLÜP DÜŞÜNÜLDÜ :
Dava, eser sözleşmesi ilişkisine dayalı ve faturaya bağlı cari hesaptan kaynaklanan iş bedeli alacağının tahsili için başlatılan genel haciz yolu ile ilamsız icra takibine yönelik itirazın iptali ile icra inkar tazminatı talebine ilişkin olup; davacı şirket taşeron (alt yüklenici), davalı şirket ise yüklenici (iş sahibi)'dir.",gerek görüşülüp düşünül dav eser sözleşmes ilişki dayal fatura bağlı cari hesap kaynaklana bedel alacak tahsil başlatıla genel haciz yol ilamsız icra takip yönelik itiraz iptal icra inkar tazminat talep ilişk olup davaç şirket taşero alt yükleniç daval şirket yükleniç sahip
"Davacı taşeron şirket vekili, müvekkili şirket ile davalı şirket arasında, dava dışı... Holding'in Pakistan'da yapılacak 50.4 MW Rüzgar Türbinleri için elektrik işlerinin yapılması hususunda anlaşma yapıldığını, sözleşme konusu işi tamamlayarak teslim ettikleri halde iş bedelinin ödenmediğini, faturaya dayalı iş bedelinin tahsili için başlattıkları icra takibine davalının haksız olarak itiraz ettiğini belirterek itirazın iptali ile %20 icra inkar tazminatının tahsilini talep etmiştir.",davaç taşero şirket vekil müvekkil şirket daval şirket ara dav dış holdingi pakista yapılacak rüzgar türbin elektrik iş yapılmas husu anlaşma yapıldık sözleşme konus iş tamamlayarak tesl ettik halde bedel ödenmedik fatura dayal bedel tahsil başlattık icra takip daval haksız olarak itiraz ettik belirterek itiraz iptal icra inkar tazminat tahsil talep et
"Davalı yüklenici şirket vekili, takibe dayanak faturanın müvekkili şirketin Pakistan'daki şubesine kesildiğini, bu nedenle davanın şubeye karşı açılması gerektiğini, yapılan işin bedelinin de peşin olarak ödendiğini, takip dayanağı faturanın peşin ödeme karşılığı düzenlendiğini, ayrıca bir alacağı göstermediğini, davacı şirkete borçlu olmadıklarını bilakis alacaklı olduklarını belirterek davanın reddini talep etmiştir.",daval yükleniç şirket vekil takip dayanak fatura müvekkil şirket pakista şube kesildik nede dava şube karşı açılmas gerektik yapıla iş bedel peş olarak ödendik takip dayanak fatura peş öde karşılık düzenlendik ayrıç bir alacak göstermedik davaç şirke borçlu olmadık bilakis alacaklı olduk belirterek dava reddi talep et
"Mahkemece, bilirkişi raporu hükme esas kabul edilerek davanın kısmen kabulü ile takibin 203.721,21-USD üzerinden takip tarihinden itibaren 3095 sayılı Yasanın 4/a maddesi gereği belirlenen faiz oranları uygulanmak suretiyle devamına, alacak likit olduğundan 440.034,18-TL'nin %20'si inkar tazminatının davalıdan tahsiline, aşan istemin reddine dair verilen karar davalı şirket vekilince süresinde ve usulünce istinaf edilmiştir.",mahkemeç bilirkiş rapor hükme esas kabul edilerek dava kısme kabulü takip usd üzer takip tarih itibare sayıl yasa maddes gerek belirlene faiz oran uygulanmak suret devam alacak likit olduk tlnin inkar tazminat davalı tahsil aşa iste reddi dair verile karar daval şirket vekil süre usulü istinaf edil
"Davalı yüklenici şirket vekili istinaf talep dilekçesinde özetle; takibe konu faturanın müvekkili davalı şirketin Pakistan'da bulunan şubesi adına düzenlendiğinden bahisle, müvekkili şirket aleyhine takip yapılması ve dava açılmasının mümkün olmadığından davanın husumet nedeniyle reddine karar verilmesi gerektiğini, taraflar arasında imzalı bir sözleşme olmadığını, itirazlarının işin yapılmadığına değil takip konusu faturaya olduğunu, faturanın kendilerine tebliğ edilmediğini ve şirket ticari defterlerinde de kayıtlı olmadığını, takip konusu faturanın geçici kabulden 5 ay sonra düzenlendiğini, hiç bir şekilde davacı şirkete borçlu olmadıklarını ve bilakis alacaklı olduklarını belirterek yerel mahkeme kararının kaldırılarak davanın tümden reddine karar verilmesini talep etmiştir.",daval yükleniç şirket vekil istinaf talep dilekçe özet takip ko fatura müvekkil daval şirket pakista buluna şubes ad düzenlendik bahis müvekkil şirket aleyh takip yapılmas dav açılma mümk olmadık dava husumet neden reddi karar verilmes gerektik taraf ara imzal bir sözleşme olmadık itiraz iş yapılmadık değil takip konus fatura olduk fatura kendi teblik edilmedik şirket ticar defter kayıtlı olmadık takip konus fatura geçiç kabulde sonra düzenlendik bir şekil davaç şirke borçlu olmadık bilakis alacaklı olduk belirterek yerel mahke karar kaldırılarak dava t reddi karar verilme talep et
"Dosya kapsamından, taraflar arasında elektrik işlerinin yapılmasını konu alan sözlü eser sözleşmesi ilişkisi olduğu ihtilafsızdır.",dosya kapsam taraf ara elektrik iş yapılma ko ala sözlü eser sözleşmes ilişkis olduk ihtilafsız
